sku;name;short_description;description;category_id;category;subcategory_id;subcategory;tags;brand;manufacturer;country_of_origin;price_net;price_gross;vat_rate;currency;voltage_v;current_a;power_w;ip_rating;mounting;modules_din;color;material;operating_temp_min_c;operating_temp_max_c;certificates
EM-072-17820;MEAN WELL SD-25 MW-20 DC/DC Converter 24-12V;DIN DC/DC converter, 24 V to 12 V, 25 W.;DIN-rail DC/DC converter stepping 24 V down to 12 V, 25 W. For mixed-voltage CCTV and control systems.;6;Power Supplies;72;DC/DC converters;converter,DC-DC,24-12V,DIN;MEAN WELL;MEAN WELL Europe;TW;32.60;39.12;20;GBP;24;2;25;IP20;DIN rail;2;silver;metal;-40;71;CE,UKCA,RoHS
EM-072-17838;Phoenix Contact STEP PX-38 DC/DC Converter 12V;DIN DC/DC converter, 24 V to 12 V, 60 W.;Isolated DIN-rail DC/DC converter, 24 V input to 12 V output, 60 W. For decoupling sensitive loads.;6;Power Supplies;72;DC/DC converters;converter,DC-DC,isolated,DIN;Phoenix Contact;Phoenix Contact GmbH;DE;74.50;89.40;20;GBP;24;5;60;IP20;DIN rail;3;silver;metal;-25;70;CE,UKCA,RoHS,EMC
EM-072-17846;Weidmuller PRO WM-46 DC/DC Converter 48-24V;DIN DC/DC converter, 48 V to 24 V, 120 W.;DIN-rail DC/DC converter stepping 48 V down to 24 V, 120 W, isolated output. For telecom and PoE plant.;6;Power Supplies;72;DC/DC converters;converter,DC-DC,48-24V,DIN;Weidmüller;Weidmüller GmbH;DE;96.00;115.20;20;GBP;48;5;120;IP20;DIN rail;4;silver;metal;-25;70;CE,UKCA,RoHS,EMC
EM-073-17920;Sollatek AVS SL-20 Voltage Stabiliser 3kVA;Voltage stabiliser, 3 kVA, wall mount.;Automatic voltage stabiliser correcting mains fluctuations, 3 kVA. Wall mount, 230 V. Protects sensitive electronics.;6;Power Supplies;73;Voltage stabilisers;stabiliser,AVR,3kVA,voltage;Sollatek;Sollatek UK Ltd;GB;168.00;201.60;20;GBP;230;13;3000;IP20;wall;;grey;metal;0;45;CE,UKCA,RoHS
EM-073-17938;Eaton 9SX EN-38 Voltage Stabiliser 5kVA;Voltage stabiliser, 5 kVA, tower.;Automatic voltage regulator, 5 kVA tower unit with wide input window. 230 V. For server and lab supplies.;6;Power Supplies;73;Voltage stabilisers;stabiliser,AVR,5kVA,voltage;Eaton;Eaton Electric Ltd;US;342.00;410.40;20;GBP;230;22;5000;IP20;floor;;black;metal;0;40;CE,UKCA,RoHS,EMC
EM-073-17946;ABB CVS AB-46 Voltage Stabiliser 10kVA 3-phase;Voltage stabiliser, 10 kVA, three-phase.;Three-phase automatic voltage stabiliser, 10 kVA, floor standing. 230/400 V. For industrial machinery protection.;6;Power Supplies;73;Voltage stabilisers;stabiliser,AVR,10kVA,three-phase;ABB;ABB Ltd;CH;728.00;873.60;20;GBP;400;15;10000;IP21;floor;;grey;metal;0;40;CE,UKCA,RoHS,EMC
EM-074-17960;Hager Bell TR-60 Bell Transformer 8/12V DIN;DIN bell transformer, 8/12/24 V, 1 A.;DIN-rail bell transformer with selectable 8/12/24 V outputs, 1 A. For door bells and low-voltage signalling.;6;Power Supplies;74;Transformers;transformer,bell,DIN,8V;Hager;Hager Group;DE;19.80;23.76;20;GBP;230;1;24;IP20;DIN rail;2;grey;polycarbonate;-5;40;CE,UKCA,RoHS
EM-074-17978;ABB TS TR-78 Safety Isolating Transformer 100VA;Isolating transformer, 230/24 V, 100 VA.;Safety isolating transformer, 230 V primary to 24 V secondary, 100 VA. Encapsulated, DIN rail. For SELV control circuits.;6;Power Supplies;74;Transformers;transformer,isolating,SELV,100VA;ABB;ABB Ltd;CH;46.50;55.80;20;GBP;230;4;100;IP20;DIN rail;4;black;resin;-25;40;CE,UKCA,RoHS,EMC
EM-074-17986;Legrand TR-86 Toroidal Transformer 230/12V 300VA;Toroidal transformer, 230/12 V, 300 VA.;Low-loss toroidal transformer, 230 V to 12 V, 300 VA, for LED lighting and halogen circuits. Chassis mount.;6;Power Supplies;74;Transformers;transformer,toroidal,12V,300VA;Legrand;Legrand SA;FR;58.90;70.68;20;GBP;230;25;300;IP20;surface;;black;steel;-10;50;CE,UKCA,RoHS
EM-081-16338;Wago 221 WG-38 Lever Connector 2-way;Lever connector, 2-way, 0.2-4 mm2.;Compact lever splicing connector, 2 conductors, 0.2-4 mm2, up to 32 A. Transparent housing for inspection.;7;Connectors & Terminals;81;Lever/push-fit;connector,lever,Wago,2-way;Wago;Wago GmbH;DE;0.55;0.66;20;GBP;;32;;IP20;in-line;;transparent;polycarbonate;-35;85;CE,UKCA,RoHS
EM-081-16346;Wago 221 WG-46 Lever Connector 5-way;Lever connector, 5-way, 0.2-4 mm2.;Compact lever splicing connector, 5 conductors, 0.2-4 mm2, up to 32 A. Reusable, tool-free.;7;Connectors & Terminals;81;Lever/push-fit;connector,lever,Wago,5-way;Wago;Wago GmbH;DE;0.92;1.10;20;GBP;;32;;IP20;in-line;;transparent;polycarbonate;-35;85;CE,UKCA,RoHS
EM-081-16354;Wago 773 WG-54 Push-fit Connector 3-way;Push-fit connector, 3-way, solid conductors.;Push-in wire connector for solid conductors, 3-way, 0.75-2.5 mm2, up to 24 A. For fast lighting terminations.;7;Connectors & Terminals;81;Lever/push-fit;connector,push-fit,Wago,3-way;Wago;Wago GmbH;DE;0.38;0.46;20;GBP;;24;;IP20;in-line;;grey;polycarbonate;-35;85;CE,UKCA,RoHS
EM-082-16420;Weidmuller WDU WM-20 DIN Terminal Block 2.5mm2;DIN terminal block, 2.5 mm2, screw.;Feed-through DIN-rail terminal block, 2.5 mm2, screw clamp, 24 A. Grey. For control panel wiring.;7;Connectors & Terminals;82;Terminal blocks;terminal,DIN,2.5mm2,screw;Weidmüller;Weidmüller GmbH;DE;0.68;0.82;20;GBP;;24;;IP20;DIN rail;;grey;polyamide;-50;110;CE,UKCA,RoHS
EM-082-16438;Phoenix Contact UT PX-38 DIN Terminal Block Push-in;DIN terminal block, 4 mm2, push-in.;Push-in DIN-rail feed-through terminal, 4 mm2, 32 A. Tool-free wiring. For fast panel builds.;7;Connectors & Terminals;82;Terminal blocks;terminal,DIN,4mm2,push-in;Phoenix Contact;Phoenix Contact GmbH;DE;1.24;1.49;20;GBP;;32;;IP20;DIN rail;;grey;polyamide;-60;110;CE,UKCA,RoHS
EM-082-16446;Wago 2002 WG-46 DIN Terminal Block 2.5mm2 Cage;DIN terminal block, 2.5 mm2, cage clamp.;Cage-clamp DIN-rail terminal block, 2.5 mm2, 24 A, vibration resistant. For rolling stock and machinery.;7;Connectors & Terminals;82;Terminal blocks;terminal,DIN,cage-clamp,2.5mm2;Wago;Wago GmbH;DE;0.86;1.03;20;GBP;;24;;IP20;DIN rail;;grey;polyamide;-60;105;CE,UKCA,RoHS
EM-082-16454;ABB M4/6 AB-54 DIN Terminal Block 6mm2;DIN terminal block, 6 mm2, screw.;Screw-clamp DIN-rail terminal block, 6 mm2, 41 A. Grey feed-through for power distribution in panels.;7;Connectors & Terminals;82;Terminal blocks;terminal,DIN,6mm2,screw;ABB;ABB Ltd;CH;0.94;1.13;20;GBP;;41;;IP20;DIN rail;;grey;polyamide;-50;110;CE,UKCA,RoHS
EM-083-16560;Legrand Nylbloc LG-60 Screw Terminal Block 10-way;Screw terminal block, 10-way, 4 mm2.;Polyamide screw terminal strip, 10-way, 4 mm2, 32 A. For junction boxes and fixed wiring.;7;Connectors & Terminals;83;Screw terminals;terminal,screw,10-way,4mm2;Legrand;Legrand SA;FR;2.10;2.52;20;GBP;;32;;IP20;surface;;white;polyamide;-25;100;CE,UKCA,RoHS
EM-083-16578;Hager KWA HG-78 Screw Terminal Block 12-way 6mm2;Screw terminal block, 12-way, 6 mm2.;Screw terminal strip, 12-way, 6 mm2, 41 A. Panel and enclosure use.;7;Connectors & Terminals;83;Screw terminals;terminal,screw,12-way,6mm2;Hager;Hager Group;DE;2.85;3.42;20;GBP;;41;;IP20;surface;;grey;polyamide;-25;100;CE,UKCA,RoHS
EM-083-16586;Wago 862 WG-86 Screw Terminal Block Feed-through;Screw terminal block, 4-way, 10 mm2.;Screw feed-through terminal block, 4-way, 10 mm2, 57 A. For heavier power connections in enclosures.;7;Connectors & Terminals;83;Screw terminals;terminal,screw,4-way,10mm2;Wago;Wago GmbH;DE;3.40;4.08;20;GBP;;57;;IP20;surface;;grey;polyamide;-25;100;CE,UKCA,RoHS
EM-084-16660;BG Electrical CS-60 Connector Strip 5A 12-way;Connector strip, 5 A, 12-way, brown.;Moulded connector strip (chocolate block), 5 A, 12-way. For low-current lighting connections.;7;Connectors & Terminals;84;Connector strips;connector strip,choc block,5A;BG Electrical;British General;GB;0.85;1.02;20;GBP;;5;;IP20;in-line;;brown;polyethylene;-15;85;CE,UKCA,RoHS
EM-084-16678;Knightsbridge KB-78 Connector Strip 15A 12-way;Connector strip, 15 A, 12-way, white.;Moulded connector strip, 15 A, 12-way, white. General-purpose terminations for socket and lighting circuits.;7;Connectors & Terminals;84;Connector strips;connector strip,choc block,15A;Knightsbridge;Knightsbridge Global;GB;1.10;1.32;20;GBP;;15;;IP20;in-line;;white;polyethylene;-15;85;CE,UKCA,RoHS
EM-084-16686;ESP ES-86 Connector Strip 30A 12-way;Connector strip, 30 A, 12-way, white.;Heavy-duty moulded connector strip, 30 A, 12-way. For cooker and shower circuit terminations.;7;Connectors & Terminals;84;Connector strips;connector strip,choc block,30A;ESP;Elite Security Products;GB;1.65;1.98;20;GBP;;30;;IP20;in-line;;white;polyethylene;-15;100;CE,UKCA,RoHS
EM-091-18908;DeWalt DWE46 DW-08 Wall Chaser 1500W 150mm;Wall chaser, 1500 W, 150 mm, dust extraction.;Corded wall chaser, 1500 W, 150 mm twin discs with adjustable width and dust extraction port. For deep cable channels.;8;Power Tools;91;Wall chasers;wall chaser,chase,1500W,dust;DeWalt;Stanley Black & Decker;US;358.00;429.60;20;GBP;230;;1500;;handheld;;yellow;composite;;;CE,UKCA
EM-091-18916;Makita SG150 MK-16 Wall Chaser 1800W 150mm;Wall chaser, 1800 W, 150 mm.;Corded wall chaser, 1800 W, 150 mm discs, soft-start and constant speed under load. Depth to 45 mm.;8;Power Tools;91;Wall chasers;wall chaser,chase,1800W;Makita;Makita Corporation;JP;412.00;494.40;20;GBP;230;;1800;;handheld;;teal;composite;;;CE,UKCA
EM-091-18924;Bosch GNF BO-24 Wall Chaser 900W 115mm;Wall chaser, 900 W, 115 mm.;Compact corded wall chaser, 900 W, 115 mm discs. Depth to 30 mm. For lighter first-fix chasing.;8;Power Tools;91;Wall chasers;wall chaser,chase,900W;Bosch;Robert Bosch Ltd;DE;218.00;261.60;20;GBP;230;;900;;handheld;;blue;composite;;;CE,UKCA
EM-092-19244;DeWalt DCD709 DW-44 Cordless Combi Drill 18V;Cordless combi drill, 18 V, 65 Nm.;Brushless 18 V cordless combi drill, 65 Nm, 13 mm chuck, two batteries and charger. For general electrical work.;8;Power Tools;92;Drills/drivers;drill,cordless,combi,18V;DeWalt;Stanley Black & Decker;US;129.00;154.80;20;GBP;18;;;;handheld;;yellow;composite;;;CE,UKCA,RoHS
EM-092-19252;Makita DHP484 MK-52 Cordless Combi Drill 18V 54Nm;Cordless combi drill, 18 V, 54 Nm.;Brushless 18 V cordless combi drill, 54 Nm, 13 mm keyless chuck. Body only. For installers and second fix.;8;Power Tools;92;Drills/drivers;drill,cordless,combi,18V,brushless;Makita;Makita Corporation;JP;98.00;117.60;20;GBP;18;;;;handheld;;teal;composite;;;CE,UKCA,RoHS
EM-093-19310;Fluke 117 FL-10 Digital Multimeter TRMS;TRMS digital multimeter, non-contact voltage.;True-RMS digital multimeter for electricians with non-contact voltage detection and low-input-impedance mode. CAT III 600 V.;8;Power Tools;93;Meters;meter,multimeter,TRMS,Fluke;Fluke;Fluke Corporation;US;218.00;261.60;20;GBP;;;;;handheld;;yellow;composite;-10;50;CE,UKCA,RoHS
EM-093-19328;Megger MFT1741 MG-28 Multifunction Tester;17th/18th edition multifunction installation tester.;Multifunction installation tester for loop, RCD, insulation and continuity testing to BS 7671. Backlit display and memory.;8;Power Tools;93;Meters;meter,MFT,installation tester,Megger;Megger;Megger Group;GB;642.00;770.40;20;GBP;;;;;handheld;;yellow;composite;-10;50;CE,UKCA,RoHS
EM-093-19336;Klein Tools CL800 KL-36 Clamp Meter TRMS;TRMS clamp meter, 600 A AC/DC.;True-RMS clamp meter measuring up to 600 A AC/DC with temperature and capacitance ranges. Auto-ranging. CAT IV 600 V.;8;Power Tools;93;Meters;meter,clamp,TRMS,Klein;Klein Tools;Klein Tools Inc;US;148.00;177.60;20;GBP;;;;;handheld;;black;composite;-10;50;CE,UKCA,RoHS
EM-093-19344;Fluke T6-1000 FL-44 Electrical Tester FieldSense;Electrical tester, FieldSense non-contact measurement.;Electrical tester measuring voltage and current without test-lead contact using FieldSense technology. CAT III 1000 V.;8;Power Tools;93;Meters;meter,tester,FieldSense,Fluke;Fluke;Fluke Corporation;US;268.00;321.60;20;GBP;;;;;handheld;;grey;composite;-10;50;CE,UKCA,RoHS
EM-094-19410;Milwaukee ML-10 Diamond Chasing Disc 125mm Pair;Diamond chasing discs, 125 mm, pair.;Pair of segmented diamond discs for wall chasers, 125 mm bore 22.23 mm. For brick, block and concrete channels.;8;Power Tools;94;Cutting accessories;disc,diamond,chasing,125mm;Milwaukee;Techtronic Industries;US;32.00;38.40;20;GBP;;;;;accessory;;silver;steel;;;CE,UKCA
EM-094-19428;Bosch BO-28 Hole Saw Set 9-piece Bi-metal;Bi-metal hole saw set, 9-piece, 19-64 mm.;Nine-piece bi-metal hole saw set, 19-64 mm, with arbors, for downlights and back-box cut-outs in wood and plasterboard.;8;Power Tools;94;Cutting accessories;hole saw,bi-metal,set,downlight;Bosch;Robert Bosch Ltd;DE;38.50;46.20;20;GBP;;;;;accessory;;blue;steel;;;CE,UKCA
EM-094-19436;DeWalt DW-36 Cutting Disc 115mm 10-pack Metal;Metal cutting discs, 115 mm, 10-pack.;Ten-pack of 115 mm thin metal cutting discs, 1 mm, 22.23 mm bore, for angle grinders. For conduit and trunking.;8;Power Tools;94;Cutting accessories;disc,cutting,metal,115mm;DeWalt;Stanley Black & Decker;US;14.20;17.04;20;GBP;;;;;accessory;;grey;composite;;;CE,UKCA
